file_path,file_name,config_type,issue_id,issue,severity,evidence,risk,suggested_fix,detector,source
data\configs\firewall\firewall_baseline_02.rules,firewall_baseline_02.rules,firewall,FW_ALLOW_ALL_INBOUND,Allow all inbound,critical,allow tcp 0.0.0.0/0 9200,Allows unrestricted inbound traffic.,Replace broad allow rules with least-privilege rules.,rule,firewall_rules
data\configs\firewall\firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW_PUBLIC_SSH_EXPOSURE,Public SSH exposure,high,allow tcp 0.0.0.0/0 22,Exposes SSH to untrusted networks.,Restrict SSH to trusted admin IP ranges.,rule,firewall_rules
data\configs\firewall\firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW_ALLOW_ALL_INBOUND,Allow all inbound,critical,allow tcp 0.0.0.0/0 22,Allows unrestricted inbound traffic.,Replace broad allow rules with least-privilege rules.,rule,firewall_rules
data\configs\firewall\firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW_PUBLIC_DATABASE_EXPOSURE,Public database/admin port exposure,high,allow tcp 0.0.0.0/0 3306,Exposes database/admin services to the public internet.,Do not expose database/admin ports publicly; restrict to private networks.,rule,firewall_rules
data\configs\firewall\firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW_ALLOW_ALL_INBOUND,Allow all inbound,critical,allow tcp 0.0.0.0/0 3306,Allows unrestricted inbound traffic.,Replace broad allow rules with least-privilege rules.,rule,firewall_rules
data\configs\firewall\firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW_ALLOW_ALL_INBOUND,Allow all inbound,critical,allow all,Allows unrestricted inbound traffic.,Replace broad allow rules with least-privilege rules.,rule,firewall_rules
data\configs\firewall\firewall_secure_01.rules,firewall_secure_01.rules,firewall,FW_ALLOW_ALL_INBOUND,Allow all inbound,critical,allow tcp 0.0.0.0/0 443,Allows unrestricted inbound traffic.,Replace broad allow rules with least-privilege rules.,rule,firewall_rules
data\configs\kubernetes\k8s_baseline_01.yml,k8s_baseline_01.yml,kubernetes,K8S_HOST_NETWORK_ENABLED,hostNetwork enabled,high,hostNetwork: true,Host networking bypasses pod network isolation.,Avoid hostNetwork unless strictly required.,rule,k8s_rules
data\configs\kubernetes\k8s_baseline_01.yml,k8s_baseline_01.yml,kubernetes,K8S_PRIVILEGED_CONTAINER,Privileged container,high,securityContext.privileged: true,Privileged containers can access host-level resources.,Set privileged: false and use least-privilege securityContext.,rule,k8s_rules
data\configs\kubernetes\k8s_baseline_01.yml,k8s_baseline_01.yml,kubernetes,K8S_PRIVILEGE_ESCALATION_ALLOWED,Privilege escalation allowed,medium,allowPrivilegeEscalation: true,Allows processes to gain additional privileges.,Set allowPrivilegeEscalation: false.,rule,k8s_rules
data\configs\kubernetes\k8s_baseline_02.yml,k8s_baseline_02.yml,kubernetes,K8S_ALLOW_ALL_INGRESS,Allow all ingress,high,ingress: - {},Allows traffic from any source.,"Restrict ingress with podSelector, namespaceSelector, or ipBlock.",rule,k8s_rules
data\configs\kubernetes\k8s_baseline_02.yml,k8s_baseline_02.yml,kubernetes,K8S_PUBLIC_INGRESS_CIDR,Public ingress CIDR,high,ipBlock.cidr: 0.0.0.0/0,Allows ingress from all IP addresses.,Restrict ingress CIDR ranges.,rule,k8s_rules
data\configs\kubernetes\k8s_baseline_03.yml,k8s_baseline_03.yml,kubernetes,K8S_HOST_NETWORK_ENABLED,hostNetwork enabled,high,hostNetwork: true,Host networking bypasses pod network isolation.,Avoid hostNetwork unless strictly required.,rule,k8s_rules
data\configs\kubernetes\k8s_baseline_03.yml,k8s_baseline_03.yml,kubernetes,K8S_PRIVILEGE_ESCALATION_ALLOWED,Privilege escalation allowed,medium,allowPrivilegeEscalation: true,Allows processes to gain additional privileges.,Set allowPrivilegeEscalation: false.,rule,k8s_rules
data\configs\nginx\nginx_baseline_01.conf,nginx_baseline_01.conf,nginx,NGINX_MISSING_X_FRAME_OPTIONS,Missing X-Frame-Options header,low,add_header X-Frame-Options not found,Missing clickjacking protection headers.,"Add add_header X-Frame-Options ""DENY"" always; or SAMEORIGIN if appropriate.",rule,nginx_rules
data\configs\nginx\nginx_baseline_01.conf,nginx_baseline_01.conf,nginx,NGINX_MISSING_CSP,Missing Content-Security-Policy header,medium,add_header Content-Security-Policy not found,Missing CSP can allow script injection attacks.,Add a Content-Security-Policy header suitable for the application.,rule,nginx_rules
data\configs\nginx\nginx_baseline_01.conf,nginx_baseline_01.conf,nginx,NGINX_NO_HTTP_TO_HTTPS_REDIRECT,No HTTP to HTTPS redirect,medium,listen 80 without redirect,HTTP traffic can be intercepted without encryption.,Redirect HTTP traffic to HTTPS.,rule,nginx_rules
data\configs\nginx\nginx_baseline_01.conf,nginx_baseline_01.conf,nginx,NGINX_SERVER_TOKENS_ENABLED,Server tokens enabled,low,server_tokens on;,Reveals server version information.,Set server_tokens off.,rule,nginx_rules
data\configs\nginx\nginx_baseline_02.conf,nginx_baseline_02.conf,nginx,NGINX_MISSING_X_FRAME_OPTIONS,Missing X-Frame-Options header,low,add_header X-Frame-Options not found,Missing clickjacking protection headers.,"Add add_header X-Frame-Options ""DENY"" always; or SAMEORIGIN if appropriate.",rule,nginx_rules
data\configs\nginx\nginx_baseline_02.conf,nginx_baseline_02.conf,nginx,NGINX_MISSING_CSP,Missing Content-Security-Policy header,medium,add_header Content-Security-Policy not found,Missing CSP can allow script injection attacks.,Add a Content-Security-Policy header suitable for the application.,rule,nginx_rules
data\configs\nginx\nginx_baseline_02.conf,nginx_baseline_02.conf,nginx,NGINX_MISSING_HSTS,Missing Strict-Transport-Security,medium,Strict-Transport-Security not found,"Without HSTS, clients may downgrade to HTTP.",Add Strict-Transport-Security with an appropriate max-age.,rule,nginx_rules
data\configs\nginx\nginx_baseline_03.conf,nginx_baseline_03.conf,nginx,NGINX_MISSING_X_FRAME_OPTIONS,Missing X-Frame-Options header,low,add_header X-Frame-Options not found,Missing clickjacking protection headers.,"Add add_header X-Frame-Options ""DENY"" always; or SAMEORIGIN if appropriate.",rule,nginx_rules
data\configs\nginx\nginx_baseline_03.conf,nginx_baseline_03.conf,nginx,NGINX_MISSING_CSP,Missing Content-Security-Policy header,medium,add_header Content-Security-Policy not found,Missing CSP can allow script injection attacks.,Add a Content-Security-Policy header suitable for the application.,rule,nginx_rules
data\configs\nginx\nginx_baseline_03.conf,nginx_baseline_03.conf,nginx,NGINX_NO_HTTP_TO_HTTPS_REDIRECT,No HTTP to HTTPS redirect,medium,listen 80 without redirect,HTTP traffic can be intercepted without encryption.,Redirect HTTP traffic to HTTPS.,rule,nginx_rules
data\configs\nginx\nginx_baseline_03.conf,nginx_baseline_03.conf,nginx,NGINX_SERVER_TOKENS_ENABLED,Server tokens enabled,low,server_tokens on;,Reveals server version information.,Set server_tokens off.,rule,nginx_rules
data\configs\ssh\ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_ROOT_LOGIN_ENABLED,PermitRootLogin enabled,high,PermitRootLogin yes,Allows direct privileged login over the network.,Set PermitRootLogin no.,rule,ssh_rules
data\configs\ssh\ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_PASSWORD_AUTH_ENABLED,PasswordAuthentication enabled,high,PasswordAuthentication yes,Increases exposure to password guessing and credential attacks.,Set PasswordAuthentication no and use key-based authentication.,hybrid,rule+model
data\configs\ssh\ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_EMPTY_PASSWORDS_ENABLED,PermitEmptyPasswords enabled,critical,PermitEmptyPasswords yes,Allows accounts with empty passwords to authenticate.,Set PermitEmptyPasswords no.,rule,ssh_rules
data\configs\ssh\ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_X11_FORWARDING_ENABLED,X11Forwarding enabled,low,X11Forwarding yes,Expands remote session capabilities and may be unnecessary for servers.,Set X11Forwarding no unless explicitly required.,hybrid,rule+model
data\configs\ssh\ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_PUBKEY_AUTH_DISABLED,PubkeyAuthentication disabled,medium,PubkeyAuthentication no,Disables stronger key-based authentication.,Set PubkeyAuthentication yes.,hybrid,rule+model
data\configs\ssh\ssh_baseline_02.conf,ssh_baseline_02.conf,ssh,SSH_ROOT_LOGIN_ENABLED,PermitRootLogin enabled,high,PermitRootLogin yes,Allows direct privileged login over the network.,Set PermitRootLogin no.,rule,ssh_rules
data\configs\ssh\ssh_baseline_02.conf,ssh_baseline_02.conf,ssh,SSH_X11_FORWARDING_ENABLED,X11Forwarding enabled,low,X11Forwarding yes,Expands remote session capabilities and may be unnecessary for servers.,Set X11Forwarding no unless explicitly required.,rule,ssh_rules
data\configs\ssh\ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_ROOT_LOGIN_ENABLED,PermitRootLogin enabled,high,PermitRootLogin yes,Allows direct privileged login over the network.,Set PermitRootLogin no.,rule,ssh_rules
data\configs\ssh\ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_PASSWORD_AUTH_ENABLED,PasswordAuthentication enabled,high,PasswordAuthentication yes,Increases exposure to password guessing and credential attacks.,Set PasswordAuthentication no and use key-based authentication.,rule,ssh_rules
data\configs\ssh\ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_X11_FORWARDING_ENABLED,X11Forwarding enabled,low,X11Forwarding yes,Expands remote session capabilities and may be unnecessary for servers.,Set X11Forwarding no unless explicitly required.,hybrid,rule+model
data\configs\ssh\ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_PUBKEY_AUTH_DISABLED,PubkeyAuthentication disabled,medium,PubkeyAuthentication no,Disables stronger key-based authentication.,Set PubkeyAuthentication yes.,rule,ssh_rules
data/configs/docker/docker_baseline_01.yml,docker_baseline_01.yml,docker,DOCKER_INSECURE_ROOT_PASSWORD,Insecure root password for MySQL,critical,MYSQL_ROOT_PASSWORD: example,"Using a default or weak password like 'example' for the root database user is a critical security vulnerability. An attacker can easily guess this password and gain full control over the database, leading to data breaches, data manipulation, or denial of service.","Replace 'example' with a strong, unique, and randomly generated password. Consider using Docker secrets or a secret management system (e.g., Vault, AWS Secrets Manager) instead of hardcoding sensitive credentials in the configuration file.",model,gemini:gemini-2.5-flash
data/configs/docker/docker_baseline_02.yml,docker_baseline_02.yml,docker,DOCKER_DAEMON_API_EXPOSED_UNAUTHENTICATED,Docker daemon API exposed without authentication/TLS,critical,"- ""2375:2375""","Exposing port 2375 allows unauthenticated and unencrypted access to the Docker daemon API. An attacker gaining access to this port can execute arbitrary commands on the host system as root, leading to a complete host compromise.","Do not expose Docker daemon API port (2375) to external networks or even to other containers unless absolutely necessary and secured with TLS and authentication. If remote access is required, use SSH tunneling or secure the daemon with TLS and client certificates. Remove the port mapping `2375:2375` from the service configuration.",model,gemini:gemini-2.5-flash
data/configs/docker/docker_baseline_02.yml,docker_baseline_02.yml,docker,REDIS_PORT_EXPOSED_UNAUTHENTICATED,Redis default port exposed without explicit authentication or network restriction,high,"- ""6379:6379""","Exposing Redis without authentication allows unauthorized users to access, modify, and delete data in the Redis cache. This can lead to data breaches, data corruption, and potentially remote code execution (e.g., via cronjob exploits or Redis modules) if the attacker can write files to the host or execute commands through Redis.","Configure Redis with a strong password using `requirepass` in its configuration. Restrict network access to Redis by only binding to internal interfaces (`127.0.0.1` or internal Docker networks) or using a firewall. Do not expose Redis directly to the public internet. If external access is required, implement a secure proxy or VPN.",model,gemini:gemini-2.5-flash
data/configs/docker/docker_baseline_03.yml,docker_baseline_03.yml,docker,DOCKER-PRIV-001,Container running in privileged mode,critical,privileged: true,"Running a container in privileged mode grants it full root capabilities on the host system, disabling all security mechanisms. A compromised privileged container can gain complete control over the host, leading to severe system compromise.","Remove the `privileged: true` flag. Instead, grant only necessary capabilities using the `cap_add` directive (e.g., `cap_add: - NET_ADMIN`) or use a more restrictive security context. Avoid running containers with excessive privileges unless absolutely unavoidable and fully understood.",model,gemini:gemini-2.5-flash
data/configs/docker/docker_baseline_03.yml,docker_baseline_03.yml,docker,DOCKER-EXPOSED-PORT-002,Elasticsearch service port exposed to host network,medium,"- ""9200:9200""","Exposing Elasticsearch to the host's network, especially on a public-facing host without additional network restrictions, increases the attack surface. While Elasticsearch 8 includes security by default, it still makes the service accessible from the host's external interfaces, potentially exposing it to unauthorized access attempts or vulnerabilities.","If Elasticsearch is only intended for internal access (e.g., by other containers), bind its port to `127.0.0.1` (e.g., `- '127.0.0.1:9200:9200'`) or restrict access using host-level firewall rules. Ensure strong authentication and access controls are properly configured within Elasticsearch.",model,gemini:gemini-2.5-flash
data/configs/docker/docker_secure_01.yml,docker_secure_01.yml,docker,DOCKER_WEAK_PASSWORD,Use of a weak or default password for a critical service,critical,MYSQL_ROOT_PASSWORD: example,"Using a weak or default password like 'example' for the MySQL root user makes the database highly vulnerable to unauthorized access. An attacker could easily guess this password, gain full control over the database, and potentially compromise sensitive data or the entire system.","Replace 'example' with a strong, unique, and randomly generated password. Consider using Docker secrets or an external secret management system for production environments to avoid hardcoding credentials in configuration files.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_01.rules,firewall_baseline_01.rules,firewall,NCG-FW-001,SSH access allowed from any IP (0.0.0.0/0),high,allow tcp 0.0.0.0/0 22,"Allowing SSH access from all IP addresses significantly increases the attack surface for brute-force attacks, credential stuffing, and other SSH-specific exploits. Malicious actors can attempt to gain unauthorized access from anywhere on the internet.","Restrict SSH access to specific trusted IP addresses or ranges. If broad access is temporarily necessary, implement strong authentication (key-based only), disable password authentication, use a VPN, and enable rate limiting/intrusion prevention (e.g., fail2ban).",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_01.rules,firewall_baseline_01.rules,firewall,NCG-FW-002,Firewall allows all incoming and outgoing traffic,critical,allow all,"The 'allow all' rule completely negates the purpose of a firewall, making the system entirely vulnerable to all types of network-based attacks. It exposes all services and ports to potential exploitation, data breaches, and unauthorized access from any source on the network or internet.","Remove the 'allow all' rule. Implement a default deny policy (e.g., 'deny all' or 'drop all' as a final rule) and explicitly define only the minimum necessary rules for services that require external access, restricting source IPs and ports as much as possible.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_02.rules,firewall_baseline_02.rules,firewall,FIREWALL_POSTGRES_OPEN_TO_WORLD,PostgreSQL database port 5432 exposed to the internet,critical,allow tcp 0.0.0.0/0 5432,"Exposing a database server (PostgreSQL) directly to the internet from any source IP (0.0.0.0/0) significantly increases the risk of unauthorized access, data breaches, and injection attacks. Attackers can attempt to brute-force credentials, exploit vulnerabilities, or gain access to sensitive data.","Restrict access to port 5432 to only necessary internal IP addresses or trusted subnets. Implement strong authentication for the database. If remote access is required, use a VPN, SSH tunnel, or an application-level proxy instead of direct exposure.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_02.rules,firewall_baseline_02.rules,firewall,FIREWALL_ELASTICSEARCH_OPEN_TO_WORLD,Elasticsearch service port 9200 exposed to the internet,critical,allow tcp 0.0.0.0/0 9200,"Exposing Elasticsearch (port 9200) directly to the internet without proper authentication and authorization (e.g., X-Pack security) is a critical vulnerability. Attackers can potentially access, modify, or delete data stored in Elasticsearch, leading to data breaches, data loss, and in some cases, remote code execution.","Restrict access to port 9200 to only necessary internal IP addresses or trusted subnets. Implement Elasticsearch security features (e.g., X-Pack security) for authentication, role-based access control, and TLS encryption. Use a reverse proxy with authentication if external access is absolutely required, but ideally, it should not be directly exposed.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW-001,SSH service exposed to the internet,high,allow tcp 0.0.0.0/0 22,"Exposing SSH (port 22) to the entire internet increases the attack surface, making the service vulnerable to brute-force attacks, enumeration, and other remote exploits.","Restrict SSH access to specific trusted IP addresses or networks. Consider using a VPN, bastion host, or IP-based rate limiting to further secure access.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW-002,Database service exposed to the internet,critical,allow tcp 0.0.0.0/0 3306,"Exposing a database service (MySQL/MariaDB on port 3306) to the public internet is extremely dangerous. This allows unauthorized access attempts, data exfiltration, injection attacks, and potentially full system compromise if credentials are weak or vulnerabilities are exploited.","Never expose database services directly to the internet. Restrict access to internal application servers, private networks, or specific trusted IPs. Implement strong authentication and encryption for all database connections.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW-003,Overly permissive 'allow all' firewall rule,critical,allow all,"The 'allow all' rule completely opens all ports and protocols to the public internet, negating the purpose of having a firewall. This dramatically increases the attack surface, making the system vulnerable to any exploit targeting any service running on the machine.",Remove the 'allow all' rule. Implement a 'default deny' policy and explicitly define only the necessary inbound and outbound traffic rules using the principle of least privilege.,model,gemini:gemini-2.5-flash
data/configs/nginx/nginx_secure_03.conf,nginx_secure_03.conf,nginx,NGINX_MISSING_HEADER_XCTO,Missing X-Content-Type-Options header,medium,"server {
    listen 443 ssl;
    server_name shop.example.com;
    server_tokens off;
    ssl_certificate /etc/ssl/certs/shop.crt;
    ssl_certificate_key /etc/ssl/private/shop.key;

    add_header X-Frame-Options ""DENY"" always;
    add_header Content-Security-Policy ""default-src 'self'"" always;
    add_header Strict-Transport-Security ""max-age=31536000; includeSubDomains"" always;

    location / {
        proxy_pass http://127.0.0.1:8081;
    }
}","Absence of the X-Content-Type-Options header allows browsers to MIME-sniff content, potentially misinterpreting files. This could lead to security vulnerabilities, such as treating a benign file (e.g., an image) as an executable script, which could then be exploited for cross-site scripting (XSS) attacks.","Add the `X-Content-Type-Options` header with the `nosniff` directive to prevent MIME-sniffing. Add `add_header X-Content-Type-Options ""nosniff"" always;` within the `server` block listening on port 443.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_ROOT_LOGIN_ALLOWED,Direct root login via SSH is permitted,critical,PermitRootLogin yes,"Allows attackers to directly target the highly privileged root account, increasing the risk of successful brute-force attacks and system compromise if credentials are leaked.","Set 'PermitRootLogin no' or 'PermitRootLogin prohibit-password'. Instead, log in with a regular user account and use 'sudo' for administrative tasks.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_EMPTY_PASSWORDS_ALLOWED,Login with empty passwords is permitted,critical,PermitEmptyPasswords yes,"Allows any user with an empty password to log in without credentials, creating a severe backdoor and immediate compromise risk.",Set 'PermitEmptyPasswords no' and ensure all user accounts have strong passwords or rely on key-based authentication.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_ALLOW_ALL_USERS,All users are permitted to log in via SSH,medium,AllowUsers *,"Allowing all users to SSH into the system increases the attack surface, especially when combined with weak authentication methods, as any compromised user account could grant remote access.",Restrict SSH access to a specific list of necessary users or groups by using 'AllowUsers user1 user2' or 'AllowGroups group1 group2'.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_02.conf,ssh_baseline_02.conf,ssh,SSH-001,Root login permitted,critical,PermitRootLogin yes,Allowing direct root login via SSH significantly increases the risk of brute-force attacks or unauthorized access if root credentials are compromised. It also makes auditing harder.,Set 'PermitRootLogin no' to disable direct root login. Users should log in with a non-root account and use 'sudo' for privilege escalation.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_02.conf,ssh_baseline_02.conf,ssh,SSH-007,X11 forwarding enabled,medium,X11Forwarding yes,"Enabling X11 forwarding, while sometimes necessary, can expose the system to additional risks if the X server on the client side is vulnerable or if an attacker compromises the forwarded session. It can also consume more resources.","If X11 forwarding is not strictly required, set 'X11Forwarding no' to reduce the attack surface and potential resource consumption.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_ROOT_LOGIN_PERMITTED,Direct root login is permitted,critical,"PermitRootLogin yes
AllowUsers root",Allowing direct root login is highly discouraged as it makes the system more vulnerable to brute-force attacks targeting the most privileged account and reduces accountability.,Set `PermitRootLogin no` and remove `root` from `AllowUsers`. Users should log in with a regular account and use `sudo` for administrative tasks.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_WEAK_AUTH_PASSWORD_ONLY,Reliance on password authentication with public key authentication disabled,high,"PasswordAuthentication yes
PubkeyAuthentication no",Password authentication is more susceptible to brute-force attacks and credential theft than key-based authentication. Disabling public key authentication removes a more secure authentication method.,"Set `PubkeyAuthentication yes` and ideally `PasswordAuthentication no`. Ensure strong passphrases are used for SSH keys if adopted. If password authentication must be enabled, enforce strong password policies and use tools like fail2ban.",model,gemini:gemini-2.5-flash
