file_path,file_name,config_type,issue_id,issue,severity,evidence,risk,suggested_fix,detector,source
data/configs/firewall/firewall_baseline_02.rules,firewall_baseline_02.rules,firewall,FIREWALL_POSTGRES_OPEN_TO_WORLD,PostgreSQL database port 5432 exposed to the internet,critical,allow tcp 0.0.0.0/0 5432,"Exposing a database server (PostgreSQL) directly to the internet from any source IP (0.0.0.0/0) significantly increases the risk of unauthorized access, data breaches, and injection attacks. Attackers can attempt to brute-force credentials, exploit vulnerabilities, or gain access to sensitive data.","Restrict access to port 5432 to only necessary internal IP addresses or trusted subnets. Implement strong authentication for the database. If remote access is required, use a VPN, SSH tunnel, or an application-level proxy instead of direct exposure.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_02.rules,firewall_baseline_02.rules,firewall,FIREWALL_ELASTICSEARCH_OPEN_TO_WORLD,Elasticsearch service port 9200 exposed to the internet,critical,allow tcp 0.0.0.0/0 9200,"Exposing Elasticsearch (port 9200) directly to the internet without proper authentication and authorization (e.g., X-Pack security) is a critical vulnerability. Attackers can potentially access, modify, or delete data stored in Elasticsearch, leading to data breaches, data loss, and in some cases, remote code execution.","Restrict access to port 9200 to only necessary internal IP addresses or trusted subnets. Implement Elasticsearch security features (e.g., X-Pack security) for authentication, role-based access control, and TLS encryption. Use a reverse proxy with authentication if external access is absolutely required, but ideally, it should not be directly exposed.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW-001,SSH service exposed to the internet,high,allow tcp 0.0.0.0/0 22,"Exposing SSH (port 22) to the entire internet increases the attack surface, making the service vulnerable to brute-force attacks, enumeration, and other remote exploits.","Restrict SSH access to specific trusted IP addresses or networks. Consider using a VPN, bastion host, or IP-based rate limiting to further secure access.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW-002,Database service exposed to the internet,critical,allow tcp 0.0.0.0/0 3306,"Exposing a database service (MySQL/MariaDB on port 3306) to the public internet is extremely dangerous. This allows unauthorized access attempts, data exfiltration, injection attacks, and potentially full system compromise if credentials are weak or vulnerabilities are exploited.","Never expose database services directly to the internet. Restrict access to internal application servers, private networks, or specific trusted IPs. Implement strong authentication and encryption for all database connections.",model,gemini:gemini-2.5-flash
data/configs/firewall/firewall_baseline_03.rules,firewall_baseline_03.rules,firewall,FW-003,Overly permissive 'allow all' firewall rule,critical,allow all,"The 'allow all' rule completely opens all ports and protocols to the public internet, negating the purpose of having a firewall. This dramatically increases the attack surface, making the system vulnerable to any exploit targeting any service running on the machine.",Remove the 'allow all' rule. Implement a 'default deny' policy and explicitly define only the necessary inbound and outbound traffic rules using the principle of least privilege.,model,gemini:gemini-2.5-flash
data/configs/nginx/nginx_secure_03.conf,nginx_secure_03.conf,nginx,NGINX_MISSING_HEADER_XCTO,Missing X-Content-Type-Options header,medium,"server {
    listen 443 ssl;
    server_name shop.example.com;
    server_tokens off;
    ssl_certificate /etc/ssl/certs/shop.crt;
    ssl_certificate_key /etc/ssl/private/shop.key;

    add_header X-Frame-Options ""DENY"" always;
    add_header Content-Security-Policy ""default-src 'self'"" always;
    add_header Strict-Transport-Security ""max-age=31536000; includeSubDomains"" always;

    location / {
        proxy_pass http://127.0.0.1:8081;
    }
}","Absence of the X-Content-Type-Options header allows browsers to MIME-sniff content, potentially misinterpreting files. This could lead to security vulnerabilities, such as treating a benign file (e.g., an image) as an executable script, which could then be exploited for cross-site scripting (XSS) attacks.","Add the `X-Content-Type-Options` header with the `nosniff` directive to prevent MIME-sniffing. Add `add_header X-Content-Type-Options ""nosniff"" always;` within the `server` block listening on port 443.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_ROOT_LOGIN_ALLOWED,Direct root login via SSH is permitted,critical,PermitRootLogin yes,"Allows attackers to directly target the highly privileged root account, increasing the risk of successful brute-force attacks and system compromise if credentials are leaked.","Set 'PermitRootLogin no' or 'PermitRootLogin prohibit-password'. Instead, log in with a regular user account and use 'sudo' for administrative tasks.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_PASSWORD_AUTH_ENABLED,Password authentication is enabled,high,PasswordAuthentication yes,"Enables attackers to attempt brute-force attacks against user passwords, potentially leading to unauthorized access if weak passwords are in use.",Consider disabling password authentication by setting 'PasswordAuthentication no' and relying solely on more secure SSH key-based authentication.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_EMPTY_PASSWORDS_ALLOWED,Login with empty passwords is permitted,critical,PermitEmptyPasswords yes,"Allows any user with an empty password to log in without credentials, creating a severe backdoor and immediate compromise risk.",Set 'PermitEmptyPasswords no' and ensure all user accounts have strong passwords or rely on key-based authentication.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_X11_FORWARDING_ENABLED,X11 forwarding is enabled,medium,X11Forwarding yes,"Enabling X11 forwarding can introduce additional attack vectors or resource consumption if not strictly necessary, potentially leading to client-side vulnerabilities or increased server load.","Disable X11 forwarding by setting 'X11Forwarding no' unless explicitly required. If needed, ensure clients are trusted and X11 display managers are properly secured.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_PUBKEY_AUTH_DISABLED,Public key authentication is disabled,high,PubkeyAuthentication no,"Disabling public key authentication forces reliance on less secure password authentication, making the system more vulnerable to brute-force attacks and credential compromise.","Enable public key authentication by setting 'PubkeyAuthentication yes' and configure users to use SSH keys for login, then consider disabling password authentication.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_01.conf,ssh_baseline_01.conf,ssh,SSH_ALLOW_ALL_USERS,All users are permitted to log in via SSH,medium,AllowUsers *,"Allowing all users to SSH into the system increases the attack surface, especially when combined with weak authentication methods, as any compromised user account could grant remote access.",Restrict SSH access to a specific list of necessary users or groups by using 'AllowUsers user1 user2' or 'AllowGroups group1 group2'.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_02.conf,ssh_baseline_02.conf,ssh,SSH-001,Root login permitted,critical,PermitRootLogin yes,Allowing direct root login via SSH significantly increases the risk of brute-force attacks or unauthorized access if root credentials are compromised. It also makes auditing harder.,Set 'PermitRootLogin no' to disable direct root login. Users should log in with a non-root account and use 'sudo' for privilege escalation.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_02.conf,ssh_baseline_02.conf,ssh,SSH-007,X11 forwarding enabled,medium,X11Forwarding yes,"Enabling X11 forwarding, while sometimes necessary, can expose the system to additional risks if the X server on the client side is vulnerable or if an attacker compromises the forwarded session. It can also consume more resources.","If X11 forwarding is not strictly required, set 'X11Forwarding no' to reduce the attack surface and potential resource consumption.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_ROOT_LOGIN_PERMITTED,Direct root login is permitted,critical,"PermitRootLogin yes
AllowUsers root",Allowing direct root login is highly discouraged as it makes the system more vulnerable to brute-force attacks targeting the most privileged account and reduces accountability.,Set `PermitRootLogin no` and remove `root` from `AllowUsers`. Users should log in with a regular account and use `sudo` for administrative tasks.,model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_WEAK_AUTH_PASSWORD_ONLY,Reliance on password authentication with public key authentication disabled,high,"PasswordAuthentication yes
PubkeyAuthentication no",Password authentication is more susceptible to brute-force attacks and credential theft than key-based authentication. Disabling public key authentication removes a more secure authentication method.,"Set `PubkeyAuthentication yes` and ideally `PasswordAuthentication no`. Ensure strong passphrases are used for SSH keys if adopted. If password authentication must be enabled, enforce strong password policies and use tools like fail2ban.",model,gemini:gemini-2.5-flash
data/configs/ssh/ssh_baseline_03.conf,ssh_baseline_03.conf,ssh,SSH_X11_FORWARDING_ENABLED,X11 forwarding is enabled,medium,X11Forwarding yes,"X11 forwarding can expose the system to security risks, such as vulnerabilities in the X server or unintended access to the local X display, if not strictly required and properly secured.","Set `X11Forwarding no` if X11 functionality is not explicitly needed for the server. If required, ensure X11 server and client applications are up-to-date and patched.",model,gemini:gemini-2.5-flash
